ssTicker,SpotPrice,Strike,DTE,FittedIV,ActualIV
TSLA,230.0,213,60,0.5168,0.5299
TSLA,230.0,218,60,0.5088,0.5175
TSLA,230.0,224,60,0.5,0.504
TSLA,230.0,230,60,0.4919,0.4779
TSLA,230.0,236,60,0.4845,0.4929
TSLA,230.0,242,60,0.4778,0.5116
TSLA,230.0,247,60,0.4727,0.497
TSLA,230.0,253,60,0.467,0.496
TSLA,230.0,259,60,0.462,0.4526
TSLA,230.0,264,60,0.4581,0.4399
TSLA,230.0,270,60,0.4539,0.4516
TSLA,230.0,276,60,0.4502,0.4513
TSLA,230.0,184,90,0.559,0.5741
TSLA,230.0,190,90,0.5473,0.5243
TSLA,230.0,196,90,0.5365,0.557
TSLA,230.0,201,90,0.5281,0.526
TSLA,230.0,207,90,0.5189,0.5133
TSLA,230.0,213,90,0.5104,0.4972
TSLA,230.0,218,90,0.5039,0.4825
TSLA,230.0,224,90,0.4967,0.5072
TSLA,230.0,230,90,0.4901,0.491
TSLA,230.0,236,90,0.484,0.4676
TSLA,230.0,242,90,0.4786,0.4619
TSLA,230.0,247,90,0.4744,0.47
TSLA,230.0,253,90,0.4698,0.4917
TSLA,230.0,259,90,0.4656,0.4622
TSLA,230.0,264,90,0.4625,0.4425
TSLA,230.0,270,90,0.4591,0.4558
TSLA,230.0,276,90,0.4561,0.4524
TSLA,230.0,184,120,0.5483,0.518
TSLA,230.0,190,120,0.5381,0.5375
TSLA,230.0,196,120,0.5287,0.5262
TSLA,230.0,201,120,0.5215,0.529
TSLA,230.0,207,120,0.5135,0.5331
TSLA,230.0,213,120,0.5061,0.518
TSLA,230.0,218,120,0.5005,0.4977
TSLA,230.0,224,120,0.4942,0.4829
TSLA,230.0,230,120,0.4885,0.5145
TSLA,230.0,236,120,0.4833,0.4839
TSLA,230.0,242,120,0.4786,0.4787
TSLA,230.0,247,120,0.4749,0.4747
TSLA,230.0,253,120,0.471,0.4731
TSLA,230.0,259,120,0.4674,0.4658
TSLA,230.0,264,120,0.4647,0.4585
TSLA,230.0,270,120,0.4617,0.4557
TSLA,230.0,276,120,0.4591,0.4587
TSLA,230.0,184,180,0.5347,0.53
TSLA,230.0,190,180,0.5264,0.5203
TSLA,230.0,196,180,0.5188,0.5196
TSLA,230.0,201,180,0.5129,0.5108
TSLA,230.0,207,180,0.5063,0.5185
TSLA,230.0,213,180,0.5003,0.4793
TSLA,230.0,218,180,0.4957,0.5043
TSLA,230.0,224,180,0.4906,0.5002
TSLA,230.0,230,180,0.486,0.4703
TSLA,230.0,236,180,0.4817,0.4791
TSLA,230.0,242,180,0.4778,0.4749
TSLA,230.0,247,180,0.4749,0.4637
TSLA,230.0,253,180,0.4716,0.4654
TSLA,230.0,259,180,0.4687,0.4596
TSLA,230.0,264,180,0.4665,0.4809
TSLA,230.0,270,180,0.464,0.4719
TSLA,230.0,276,180,0.4619,0.4727
